NOTES,SENTENCE
"ORIGINAL OFFENSE: EMB, EMBEZZLEMENT (STATUTE: 21 O.S. 1451.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: EMB, EMBEZZLEMENT (STATUTE: 21 O.S. 1451.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: EMB, EMBEZZLEMENT (STATUTE: 21 O.S. 1451-1463)
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,"sentence suspended: 1 YEAR
other: 03/10/2016 BENCH WARRANT ISSUED"
,
,
,"sentence suspended: 1 YEAR
other: 03/10/2016 BENCH WARRANT ISSUED"
,"sentence suspended: 1 YEAR
other: 03/10/2016 BENCH WARRANT ISSUED"
,
"ORIGINAL OFFENSE: FR5, FINANCIAL RESPONSIBILITY/SECURITY VERIFICATION (STATUTE: 47 O.S. 7-606(A))
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: FR5, FINANCIAL RESPONSIBILITY/SECURITY VERIFICATION (STATUTE: 47 O.S. 7-606(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: RT2, OPERATING A MV WITH EXPIRED REGISTRATION (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FORG, UTTERING A FORGED INSTRUMENT (STATUTE: 21 O.S. 1561-1628)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL1, DRIVING UNDER REVOCATION / DUR (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
Statute: 47 OS 11-801a,$155.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
,
,other: **08/06/2020 SUSPENSION NOTICE SENT TO DEPARTMENT OF PUBLIC SAFETY
,
,
,
,
,
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR (STATUTE: 47 O.S. 11 902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OPERAT M.V. AT SPEED GREATER THAN REASON/PROPER (STATUTE: O.S. 11 801 A)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: DL5, UNLICENSED DRIVER - MOTOR VEHICLE (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FR5, FINANCIAL RESPONSIBILITY/SECURITY VERIFICATION (STATUTE: 47 O.S. 7-606(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH REQUIRED COMP LIAB INS LAW (STATUTE: O.S. 7 606 1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT 3 LEAVING THE SCENE OF A MOT COLLLISON W/O STOP&GIV REQ INFO (STATUTE: 47 O.S. 103)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 4 MALICIOUS INJURY&DESTRUCTION OF PROPERTY (STATUTE: 21 O.S. 1760)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 3 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6 303 B)
ORIGINAL PLEA: GUILTY PLEA",
,
,
"ORIGINAL OFFENSE: DU4, POSS OF CDS MARIJUANA / SCHED I (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CWEDJ, POSSESSION OF A CONTRABAND IN A PENAL INSTITUTION (STATUTE: 57 O.S. 1.21)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: DU2II, POSSESSION OF CONTROLLED DRUG SCHEDULE II *FELONY* (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DR3, POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: VPSA, POSSESSION OF PRECURSOR WITH INTENT TO MANUFACTURE (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: PROS, OFFERING TO ENGAGE IN AN ACT OF PROSTITUTION (STATUTE: 21 O.S. 1025-1031)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: TP1, IMPROPER ENTRY/EXIT - FAIL TO PAY TOLL - OTHER TURNPIKE VIOLATIONS (STATUTE: 47 O.S. 11-1401(A)(B))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAILURE TO WEAR SEAT BELT PROPERLY (STATUTE: O.S. 12-417)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 POSSESSION OF A CONTROLLED DANGEROUS SUBST/COCAINE (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT #2: POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE (MARIJUANA) (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAILURE TO PAY TAXES DUE STATE ON MOTOR VEHICLE (STATUTE: O.S. 11-51.5)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: CT #1: BEING IN ACTUAL PHYSICAL CONTROL (STATUTE: 47 O.S. 11-902(A)2)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 OBT MONEY OR PROP BY MEANS OF A FALSE&BOGUS CK (STATUTE: 21 O.S. 1541.1&1541.2)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH REQUIRED COMP LIAB INS LAW (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: OPERATING WITHOUT BEING LICENSED (EXPIRED) (STATUTE: 47 O.S. 6303)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAIL TO DISPLAY CURRENT NUMBERED LICENSE PLATE (STATUTE: O.S. 1151 A 5)
ORIGINAL PLEA: BOND FORFEITED",
,
,
,
,"sentence suspended: 1 YEAR EXCEPT FOR 30 DAYS TO BE SERVED; WITH CREDIT FOR 30 DAYS
other: 04/28/2017- 1 YEAR DEFERRED; 	
CONCURRENT CM-15-337; DA PROBATION, $83.00 COURT COSTS. 
08/30/2019-ACCELERATION OF DEFERRED SENTENCE;  CC TO B-CM-15-337"
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
Statute: 47 O.S. 11-801(B)(C)(F),
,
,"sentence suspended: 1 YEAR EXCEPT FOR 30 DAYS TO BE SERVED; WITH CREDIT FOR 30 DAYS
other: 04/28/2017- 1 YEAR DEFERRED; CONCURRENT WITH BCM-16-321,   D.A. PROBATION, $83.00 COSTS. 

08/30/2019- ACCELERATION OF DEFERRED SENTENCE; 	
CONCURRENT TO SCM-16-321."
,
Statute: 47 O.S. 6-303(B),"2020-11-16: TRAFFIC FILING - DRIVING UNDER SUSPENSION / DUS
2021-01-26: DAVID GUTEN , JUDGE: CASE DISPOSED. DISMISSED.
2021-01-27: ABSTRACT SENT TO D.P.S."
,
,
,
,
,
07/27/2018: FINE AND COSTS: $326.50;; Statute: 10A OS 2-8-222,
,
,
"ORIGINAL OFFENSE: UNLAWFUL DISTRIBUTION OF COCAINE (STATUTE: O.S. 63 2 401)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: RECEIVING GOODS WITH A CREDIT CREDIT BY FRAUD (STATUTE: 21 O.S. 1550.32)
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,
,other: DISMISSED- REQUEST OF THE STATE
,
,"other: 6 MONTHS DEFERRED, ATTEND DEFENSIVE DRIVING SCHOOL AND SCORE AT LEAST 80% ON TEST."
"ORIGINAL OFFENSE: IL1, CHANGING LANES UNSAFELY (STATUTE: 47 O.S. 11-309 .2)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: RK1, RECKLESS DRIVING (STATUTE: 47 O.S. 11-901)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO CARRY INSURANCE/SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-606)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,other: DISMISSED- REQUEST OF THE STATE
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
,
"ORIGINAL OFFENSE: DR3MV, POSSESSION OR SELLING OF PARAPHERNALIA WHILE USING A MOTOR VEHICLE (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DR3, POSSESSION OR SELLING OF PARAPHERNALIA WHILE NOT USING A MOTOR VEHICLE (STATUTE: 63 O.S. 2-405 (B)(C))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: LMFR, LARCENY - OF MERCHANDISE FROM RETAILER*** AMENDED TO MISD**** (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: GUILTY PLEA",
,other: 1 YEAR DEFERRED;
,"sentence suspended: 1 YEAR
community service: 40 HOURS
other: D&A EVAL AND FOLLOW UP"
,other: 6 MONTHS DEFERRED;
,
,
,
,
,
"ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BC, OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1521-1541)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BC, OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1521-1541)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: O.S. 11 801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
,
,
"ORIGINAL OFFENSE: INDE, INDECENT EXPOSURE (STATUTE: 21 O.S. 1021)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: RW3, FAILURE TO YIELD FROM STOP SIGN (STATUTE: 47 O.S. 11-403(B))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: SPEEDING 65/55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE-AFCF (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPEEDING 65/55 (STATUTE: O.S. 11 801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT. 2 DRIVING WHILE PRIVILEGE REVOKED (STATUTE: 47 O.S. 6-303 (B))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: NO D.L. (STATUTE: O.S. 6 112)
ORIGINAL PLEA: STATE DECLINED TO FILE CHARGES",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (26-30 OVER LIMIT) (STATUTE: O.S. 11801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DUI (NPD) (REDUCED TO DWI) (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO CARRY SECURITY VERIFICATION FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO WEAR SAFETY BELT PROPERLY (STATUTE: O.S. 12-417)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: SPEEDING 94-55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 1 DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR AFCF (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,other: 11/19/2007- WARRANT ISSUED
,
"ORIGINAL OFFENSE: LMFR, LARCENY OF MERCHANDISE FROM RETAILER (STATUTE: 21 O.S. 1701-1708,1731)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: LMFR, LARCENY OF MERCHANDISE FROM RETAILER (STATUTE: 21 O.S. 1701-1708,1731)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: DISMISSED BY COURT",
,
,other: ADDITIONAL DISPOSITION INFO: DISMISSED WITH COSTS **05/02/2019 WARRANT ISSUED
"ORIGINAL OFFENSE: ABGEN, ASSAULT&BATTERY (STATUTE: 21 O.S. 641-644, 649.3, 650.1 - 650.10)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,1 YEAR SUSPENDED JAIL; 20 HOURS COMMUNITY SERVICE; 1 YEAR PROBATION; $500.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,
Statute: 47 OS 11-801a,$10.00 FINE; FEES AMOUNT UNSPECIFIED; $77.00 COSTS;
04/30/2021- NEXT COURT DATE ON FILE:; Statute: 21 OS 540,
,
,
,
,
,
Statute: 47 OS 6-112,
04/30/2021- NEXT COURT DATE ON FILE:,
04/30/2021- NEXT COURT DATE ON FILE:; Statute: 47 OS 12-417(A),
04/30/2021- NEXT COURT DATE ON FILE:,
"ORIGINAL OFFENSE: IL0, UNSAFE LANE USE (STATUTE: 47 O.S. 11-309)
ORIGINAL PLEA: GUILTY PLEA",
Statute: 63 O.S. 2-402,
Statute: 47 O.S. 11-801(B)(C)(F),$10.00 FINE; FEES AMOUNT UNSPECIFIED; $77.00 COSTS;
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"05/08/2015: 18 MONTHS DEFERRED SENTENCE SUPERVISED BY THE DISTRICT ATTORNEY'S OFFICE; 
(10/28/16: COMPLETION OF DEFERRED DATE)
NO FURTHER INFORMATION AVAILABLE
; Statute: 63 O.S. 2-402; Deferral Outcome: UNAVAILABLE",20 HOURS COMMUNITY SERVICE; 18 MONTHS PROBATION; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
"ORIGINAL OFFENSE: DU4IV, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: DISMISSED BY COURT",
Statute: 47 O.S. 11-801(B)(C)(F),"2018-10-04: TRAFFIC FILING - SPEEDING 1 - 10 MPH OVER
2019-01-16: BILL HIDDLE , JUDGE: CASE DISPOSED. DISMISSED.
2019-01-17: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: DU4, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"05/08/2015: 18 MONTHS DEFERRED SENTENCE SUPERVISED BY THE DISTRICT ATTORNEY'S OFFICE; 
(10/28/16: COMPLETION OF DEFERRED DATE)
NO FURTHER INFORMATION AVAILABLE
; Statute: 47 O.S. 11-309; Deferral Outcome: UNAVAILABLE",20 HOURS COMMUNITY SERVICE; 18 MONTHS PROBATION; $5.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
"2018-11-15: TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER): $ 33.72

2018-11-15: FINES PAYABLE TO COUNTY: $ 5.00; Statute: 47 O.S. 11-801(B)(C)(F)","2018-08-17: TRAFFIC FILING - SPEEDING 1 - 10 MPH OVER
2018-11-15: OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
2018-11-15: DPS PATROL VEHICLE FUND FEE ASSESSMENT
2018-11-15: DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
2018-11-15: FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
2018-11-15: SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
2018-11-15: CLEET PENALTY ASSESSMENT
2018-11-15: AFIS FEE
2018-11-15: SHERIFF'S SERVICE FEE ON ARRESTS
2018-11-15: ATTORNEY GENERAL VICTIM SERVICES UNIT
2018-11-15: C.H.A.B. STATUTORY FEE
2018-11-15: COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
2018-11-15: DISTRICT COURT ADMINISTRATIVE FEE
2018-11-16: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"ORIGINAL OFFENSE: LP1, OPERATING VEHICLE WITH EXPIRED/IMPROPER TAG/DECAL (STATUTE: 47 O.S. 1151)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
 Credit for Time Served: 'Amount not specified' Jail Time: '1years' Fine Amount: '250',"1 year in the custody of the tulsa county jail with the first 13 days to be served in custody with credit for time served and the remaining 11 months 17 days suspended, supervised by the district attorney's office; $250.00 fine, $50.00 court fund, $50.00 victim's compensation, plus costs"
"ORIGINAL OFFENSE: LP1, FAILURE TO PAY TAXES DUE TO STATE (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU4I, UNLAWFUL POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO CARRY INSURANCE/SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-606)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
 Fine Amount: '10',$10.00 fine
"ORIGINAL OFFENSE: DL2, DRIVING WITH LICENSE CANCELLED/SUSPENDED/REVOKED (STATUTE: 47 O.S. 6-303)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU4III, UNLAWFUL POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: LP1, FAILURE TO PAY TAXES DUE TO STATE (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: RES, RESISTING AN OFFICER (STATUTE: 21 O.S. 268)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: GUILTY PLEA",
,
Statute: 47 OS 1151(A)(5),
"ORIGINAL OFFENSE: DU4, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: ABDOM, ASSAULT AND BATTERY - DOMESTIC (STATUTE: 21 O.S. 644C)
ORIGINAL PLEA: DISMISSED- PROSECUTION WITNESS FAILED TO APPEAR",
"ORIGINAL OFFENSE: DU2TCB1, TRAFFICKING IN ILLEGAL DRUGS (STATUTE: 63 O.S. 2-415)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO CARRY INSURANCE/SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-606)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL5, DRIVING WITHOUT A DRIVERS LICENSE (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: OBS, OBSTRUCTING AN OFFICER (STATUTE: 21 O.S. 540)
ORIGINAL PLEA: GUILTY PLEA",
 Fine Amount: '100',$100.00 fine
"ORIGINAL OFFENSE: OPJ, DESTROYING EVIDENCE (STATUTE: 21 O.S. 454)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,
"ORIGINAL OFFENSE: FR5, FAILURE TO CARRY INSURANCE/SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-606)
ORIGINAL PLEA: GUILTY PLEA",
 Fine Amount: '50',$50.00 fine
Statute: 47 OS 6-303(B); Warrant Active: Yes; Warrant Date: 03/31/2016; Collections Active: Yes; Collections Date: 09/28/2016,$150.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"ORIGINAL OFFENSE: DL5, DRIVING WITHOUT A DRIVER'S LICENSE (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBS, OBSTRUCTING AN OFFICER (STATUTE: 21 O.S. 540)
ORIGINAL PLEA: GUILTY PLEA",
,
"2015-04-27: FINES PAYABLE TO COUNTY: $ 10.00

2015-04-27: COURT COSTS ON SEAT BELT VIOLATION: $ 10.00; Statute: 47 O.S. 12-417(A)","2015-04-01: TRAFFIC FILING - SEAT BELT - PASSENGER NOT WEARING SEAT BELT
2015-04-27: COURT CLERK (TRAFFIC PLEAS) , JUDGE: CASE DISPOSED. CONVICTION. BYMAIL
2015-04-28: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: SB4, SEAT BELT - PASSENGER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,$10.00 FINE; $10.00 COSTS;
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
,
,
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: S26, SPEEDING 26-30 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: GUILTY PLEA",
,other: BOND AMOUNT: (379)
,
,
,
,
,
,
,
,
,
Statute: 47 OS 6-112,
,
Statute: 47 OS 11-403(b),$5.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DU4I, POSSESSION OF CDS (SCHD I) MARIJUANA (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DR3, POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTCDF, OBTAINING A CDS BY FRAUD (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DE6, OPERATING W/DEFECTIVE LIGHTS OTHER THAN HEADLIGHTS (STATUTE: 47 O.S. 12-101)
ORIGINAL PLEA: DISMISSED BY COURT",
,
"ORIGINAL OFFENSE: UTTERING TWO OR MORE BOGUS CHECKS IN THE AMOUNT OF 50.00 OR MORE (STATUTE: 21 O.S. 1541.3)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: OTHER",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801)
ORIGINAL PLEA: GUILTY PLEA",
,
,"other: DEFERRED UNTIL OCT. 15, 2022 ( 3 YRS. DEFERRED)"
"ORIGINAL OFFENSE: DU8I, POSSESSION OF A CDS WITH INTENT TO DISTRIBUTE - MARIJUANA (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: O.S. 11-801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: BC, BOGUS CHECK (STATUTE: 21 O.S. 1521-1541)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,"sentence suspended: 10 YRS PRISON LL S/S EXCEPT FOR THE FIRST 153
other: ALL COUNTS RUN CC

 		
WITH ONE ANOTHER"
,
,
,
,sentence suspended: ALL S/S EXCEPT FOR THE FIRST 153 CTS
,
,
,sentence suspended: ALL S/S EXCEPT FOR THE FIRST 153 CTS
,
,
